일시,평균기온(℃),최고기온(℃),"	최고기온시각",최저기온(℃),최저기온시각일교차,
2020-07-12,20.1,21.4,9:35,18.7,21:47,2.7
2020-07-13,18.9,20.2,13:01,18.1,2:25,2.1
2020-07-14,19.3,20.7,12:48,18.7,1:20,2
2020-07-15,19.6,21,14:59,18.5,5:15,2.5
2020-07-16,21.3,24.2,14:49,18.7,4:53,5.5
2020-07-17,21.8,25.9,10:49,17.8,5:40,8.1
2020-07-18,22.2,25.5,12:20,18.9,3:22,6.6
2020-07-19,23.2,25.2,18:42,21.4,0:09,3.8
2020-07-20,24.9,26.4,15:31,23.7,21:00,2.7
2020-07-21,24.9,28.6,15:39,22.6,2:59,6
2020-07-22,22.5,23.9,13:44,21.4,5:34,2.5
2020-07-23,21.8,23,23:10,21.2,17:23,1.8
2020-07-24,21.6,24.1,12:37,20.1,23:50,4
2020-07-25,21.3,23.7,16:25,20,0:17,3.7
2020-07-26,23.9,27.1,13:13,20.2,4:44,6.9
2020-07-27,22.6,24.7,13:42,21.5,23:14,3.2
2020-07-28,21.9,22.8,15:30,21.5,8:25,1.3
2020-07-29,23.2,24.8,14:36,21.9,3:07,2.9
2020-07-30,24,27.9,11:48,22,13:51,5.9
2020-07-31,26.1,30.6,13:14,22.8,5:03,7.8
2020-08-01,26.9,30,13:07,24.3,3:44,5.7
2020-08-02,26.8,30,12:27,24.2,5:35,5.8
2020-08-03,26.9,29.3,11:56,25.2,2:53,4.1
2020-08-04,27,29.4,14:29,25.1,5:28,4.3
2020-08-05,26.6,29.2,12:41,25.4,4:23,3.8
2020-08-06,26.1,27.4,15:02,24.5,4:20,2.9
2020-08-07,25.6,27.8,10:25,23.6,20:45,4.2
2020-08-08,24.9,26.4,23:07,23.7,5:47,2.7
2020-08-09,25.8,28.5,13:35,23.9,23:54,4.6
2020-08-10,25.6,28.5,9:08,23.5,17:57,5
2020-08-11,26.2,29.8,12:19,23.5,19:07,6.3
2020-08-12,25.9,28.2,16:59,24.6,3:54,3.6
2020-08-13,27.6,31.2,15:16,24.4,5:56,6.8
2020-08-14,27.9,30.2,11:34,26.2,1:01,4
2020-08-15,28.1,31.5,14:45,24.7,5:21,6.8
2020-08-16,28.2,31.3,14:05,25.5,4:52,5.8
2020-08-17,28.4,33.1,12:08,26,22:04,7.1
2020-08-18,28.7,31.6,12:59,26.1,0:31,5.5
2020-08-19,29.1,33.2,12:11,26.3,6:07,6.9
2020-08-20,29.4,33.2,12:26,26.5,23:47,6.7
2020-08-21,26.7,30.7,12:11,23.6,4:59,7.1
2020-08-22,27,30.8,11:47,24.2,5:16,6.6
2020-08-23,27.1,30.6,14:50,24.7,3:49,5.9
2020-08-24,28,32,13:56,24.8,5:32,7.2
2020-08-25,29.3,32.8,14:41,25.8,5:38,7
2020-08-26,28.7,31.2,10:48,27.6,5:02,3.6
2020-08-27,26.2,28.5,0:01,23.4,7:03,5.1
2020-08-28,26.9,31.3,13:45,25,7:17,6.3
2020-08-29,27.5,31.4,13:43,24,2:43,7.4
2020-08-30,28.5,33.1,15:56,25.7,6:16,7.4
2020-08-31,26.2,29.7,14:52,24.3,23:29,5.4
2020-09-01,26.4,30.6,13:39,23.7,2:14,6.9
2020-09-02,26.8,28.9,11:57,25.4,6:25,3.5
2020-09-03,25.9,29.3,15:11,23.2,23:46,6.1
2020-09-04,24.4,27.9,13:35,20.9,6:08,7
2020-09-05,19.9,22.6,0:02,17.9,19:24,4.7
2020-09-06,20.9,22,12:25,18.7,0:01,3.3
2020-09-07,22.9,24.1,17:50,20.7,12:06,3.4
2020-09-08,24.3,26.8,12:30,22.2,1:49,4.6
2020-09-09,24,27.3,13:08,22.2,10:40,5.1
2020-09-10,24,27.1,15:54,21.6,6:10,5.5
2020-09-11,22.8,27.3,13:46,20.6,23:53,6.7
2020-09-12,21.7,26.2,12:29,19.7,4:51,6.5
2020-09-13,20.2,24.6,10:42,18.8,6:20,5.8
2020-09-14,21.9,26,11:55,18.6,6:14,7.4
2020-09-15,23.3,27,11:09,20.7,6:01,6.3
2020-09-16,22.6,24.1,14:59,21.5,5:39,2.6
2020-09-17,21,23.2,12:14,17.9,23:53,5.3
2020-09-18,19.5,21.4,15:13,17.5,6:38,3.9
2020-09-19,21.6,26.1,14:30,16.9,2:45,9.2
2020-09-20,21.5,26.6,14:51,17.5,6:19,9.1
2020-09-21,20,25,13:41,16.3,6:13,8.7
2020-09-22,19.5,23.5,15:32,17.4,23:43,6.1
2020-09-23,20.2,23.1,9:55,17.4,0:22,5.7
2020-09-24,21.2,25.7,13:18,18.4,5:37,7.3
2020-09-25,21.3,25.5,15:02,18,6:17,7.5
2020-09-26,20.5,26.4,13:49,17.5,3:43,8.9
2020-09-27,20,25.6,13:09,16.9,23:40,8.7
2020-09-28,19.4,24.1,12:33,16,5:49,8.1
2020-09-29,20.1,25.3,12:56,15.5,6:12,9.8
2020-09-30,20.3,25.6,12:18,17.2,6:21,8.4
2020-10-01,20,24.8,12:09,16.7,6:12,8.1
2020-10-02,21.1,24.5,11:18,16.7,5:57,7.8
2020-10-03,22.1,25.9,14:51,20.1,5:44,5.8
2020-10-04,21.5,25.6,14:47,19,24:00:00,6.6
2020-10-05,17.2,21.7,13:25,13.3,6:27,8.4
2020-10-06,17.5,22.9,12:07,13,6:35,9.9
2020-10-07,19.1,23.1,13:51,15.1,6:26,8
2020-10-08,18.7,22.2,12:32,16.6,21:31,5.6
2020-10-09,19.1,23.8,13:38,16.8,1:56,7
2020-10-10,18,20.8,13:21,15.6,23:06,5.2
2020-10-11,17.7,22,12:03,15,3:17,7
2020-10-12,18.9,24.9,14:55,15.1,2:42,9.8
2020-10-13,17.8,23.4,14:17,14.2,23:48,9.2
2020-10-14,16.9,22.6,14:17,13,5:40,9.6
2020-10-15,17.2,23,13:01,12.5,7:34,10.5
2020-10-16,16.3,18.6,12:46,15,5:28,3.6
2020-10-17,17,22.6,13:03,12.9,6:32,9.7
2020-10-18,17.2,22.2,13:15,13.7,6:25,8.5
2020-10-19,17.5,23.2,13:26,12.5,6:38,10.7
2020-10-20,17.7,22.6,12:26,13.6,6:28,9
2020-10-21,17.3,22.3,11:54,14.9,21:45,7.4
2020-10-22,15.3,17.3,15:19,13.8,23:58,3.5
2020-10-23,12.7,18.3,15:45,8.7,6:47,9.6
2020-10-24,12,18.2,15:57,7,6:42,11.2
2020-10-25,14.6,21.6,14:26,9.5,4:13,12.1
2020-10-26,15.9,21.5,11:51,11.7,6:48,9.8
2020-10-27,16.7,22.9,13:06,12.2,6:36,10.7
2020-10-28,17.3,22.9,14:25,15.4,7:19,7.5
2020-10-29,15.4,21.9,12:33,10.6,6:56,11.3
2020-10-30,15,21,13:19,11.4,6:04,9.6
2020-10-31,15,20.3,13:10,11,6:28,9.3
2020-11-01,15.7,20.2,13:14,12.5,1:25,7.7
2020-11-02,13.9,17.7,14:16,12,23:57,5.7
2020-11-03,9.7,13.3,15:26,5.3,23:52,8
2020-11-04,8.7,14.6,14:21,4.1,4:49,10.5
2020-11-05,12,17.4,12:56,6.3,3:52,11.1
2020-11-06,17.2,21.6,13:02,12.3,3:29,9.3
2020-11-07,17.6,21.4,15:21,14.5,23:16,6.9
2020-11-08,14.1,19.8,14:14,8.8,23:57,11
2020-11-09,9.2,15.1,14:04,5,6:46,10.1
2020-11-10,11,16,14:00,7.7,1:39,8.3
2020-11-11,12.5,18.6,13:15,6.7,6:33,11.9
2020-11-12,14.3,20,13:02,9.7,5:31,10.3
2020-11-13,15.6,21.9,12:28,10.9,6:54,11
2020-11-14,15.2,21.5,13:41,12.1,6:52,9.4
2020-11-15,15.5,20.6,13:54,12.2,6:34,8.4
2020-11-16,16.4,22,12:41,12,7:05,10
2020-11-17,17.8,22.7,12:38,14.9,0:13,7.8
2020-11-18,19.4,23.3,14:50,15.9,7:04,7.4
2020-11-19,19.1,20.7,11:11,14.9,23:52,5.8
2020-11-20,12.2,16.3,15:25,7.2,23:39,9.1
2020-11-21,10.7,14.8,13:21,6.1,3:34,8.7
2020-11-22,10.8,12.2,15:35,8.8,23:22,3.4
2020-11-23,7.9,12.9,16:19,4.3,6:50,8.6
2020-11-24,9.6,16.2,13:23,4.8,4:02,11.4
2020-11-25,10.4,15,12:04,7.3,8:45,7.7
2020-11-26,10.3,15.4,14:30,7.3,3:28,8.1
2020-11-27,9.8,14,12:15,4.8,23:59,9.2
2020-11-28,5.1,10.1,14:46,2.4,6:33,7.7
2020-11-29,4.9,10.3,16:12,1.1,7:06,9.2
2020-11-30,5.4,11.2,13:53,1.7,4:48,9.5
2020-12-01,6.7,13.5,13:32,0.6,6:58,12.9
2020-12-02,7.9,14.3,12:55,4.6,5:58,9.7
2020-12-03,6.3,11.5,13:09,3.5,23:57,8
2020-12-04,4.3,10.2,15:33,0.5,6:55,9.7
2020-12-05,5.7,10.9,16:10,1.6,3:25,9.3
2020-12-06,7.4,12.3,14:34,3.5,6:50,8.8
2020-12-07,7.5,11.5,16:08,4.5,5:18,7
2020-12-08,4.3,9,16:10,1.4,6:47,7.6
2020-12-09,6.3,12.4,13:38,1.3,6:07,11.1
2020-12-10,7.5,12.3,15:39,4.9,1:41,7.4
2020-12-11,9.4,13.7,13:34,6.1,6:39,7.6
2020-12-12,7.5,11.2,13:48,4.9,23:58,6.3
2020-12-13,6.4,11.7,14:18,2,23:53,9.7
2020-12-14,-1.1,2,0:01,-4.1,23:45,6.1
2020-12-15,-2.7,1.3,14:53,-6,7:28,7.3
2020-12-16,-2.1,2.4,14:44,-5,6:05,7.4
2020-12-17,-0.5,4.7,14:10,-5.4,6:18,10.1
2020-12-18,3,8.1,14:03,-1,4:03,9.1
2020-12-19,0.7,5.9,14:19,-1.5,22:43,7.4
2020-12-20,1.9,6.9,12:10,-1.5,0:14,8.4
2020-12-21,2.5,7,13:31,-1.1,6:20,8.1
2020-12-22,4.5,8.6,12:26,0.3,5:23,8.3
2020-12-23,6.1,9,12:15,1.9,6:54,7.1
2020-12-24,8.4,13.6,13:53,3.2,23:59,10.4
2020-12-25,3.5,7.6,15:40,0.2,5:45,7.4
2020-12-26,5.6,10.8,13:54,1.6,1:50,9.2
2020-12-27,6.9,11.1,13:00,4.5,7:30,6.6
2020-12-28,8.6,15,14:47,4,7:29,11
2020-12-29,8.2,14.8,13:25,1.7,23:57,13.1
2020-12-30,-3.2,1.7,0:01,-7.4,23:23,9.1
2020-12-31,-2.9,2.9,16:24,-8,6:29,10.9
2021-01-01,0.3,4.6,13:18,-5,6:49,9.6
2021-01-02,1.3,5,13:52,-1.6,23:35,6.6
2021-01-03,0.1,3.7,14:29,-2.7,5:40,6.4
2021-01-04,3,9,14:01,-2.2,6:22,11.2
2021-01-05,3,8,11:04,-2.2,23:58,10.2
2021-01-06,-1.7,2.4,14:02,-5.9,6:28,8.3
2021-01-07,-6.1,0.2,0:46,-10.4,23:46,10.6
2021-01-08,-8.2,-2.2,16:26,-12.2,6:49,10
2021-01-09,-5.9,0.3,15:11,-10.2,4:10,10.5
2021-01-10,-2.3,3.6,16:32,-7.8,4:32,11.4
2021-01-11,0.2,4.5,13:49,-3.1,5:29,7.6
2021-01-12,1.4,5.5,14:54,-3.5,7:25,9
2021-01-13,7.1,11.7,15:18,1.4,2:01,10.3
2021-01-14,8.9,14.5,12:30,4.7,7:51,9.8
2021-01-15,11.9,15.7,13:54,7.2,0:01,8.5
2021-01-16,5.7,11.9,0:01,0.1,23:59,11.8
2021-01-17,-0.5,3.4,13:21,-3.4,8:05,6.8
2021-01-18,1.1,6,13:13,-2.4,3:35,8.4
2021-01-19,0.2,5.7,14:26,-4.2,6:41,9.9
2021-01-20,5.4,12,13:11,-0.8,4:58,12.8
2021-01-21,8.9,13.8,11:59,4,6:47,9.8
2021-01-22,10.1,11.8,13:17,8.4,0:24,3.4
2021-01-23,10.4,11.6,11:33,9.6,9:30,2
2021-01-24,9.2,12.6,11:05,8.7,6:20,3.9
2021-01-25,9.3,13.2,14:36,7.4,5:31,5.8
2021-01-26,7.7,9.1,4:25,6.6,20:54,2.5
2021-01-27,7.4,12.9,13:37,3.9,7:26,9
2021-01-28,4.4,11.1,14:32,-2.9,24:00:00,14
2021-01-29,-2.6,2.7,16:08,-6.3,7:10,9
2021-01-30,3.1,8.8,15:37,-4,3:21,12.8
2021-01-31,8.7,13.1,13:56,2.4,7:35,10.7
2021-02-01,10,12.1,5:08,8.5,23:57,3.6
2021-02-02,2.3,8.5,0:01,-2.2,23:48,10.7
2021-02-03,0.7,4.9,14:00,-3.4,7:32,8.3
2021-02-04,5.1,9.5,16:02,2.3,0:01,7.2
2021-02-05,5.3,8.9,11:43,0.6,8:05,8.3
2021-02-06,9.5,13.7,14:52,5.1,7:05,8.6
2021-02-07,10.1,15.8,14:03,6.3,7:34,9.5
2021-02-08,3.2,9,0:01,-1,23:55,10
2021-02-09,2.8,8.9,17:04,-3.2,6:41,12.1
2021-02-10,6.6,12.4,14:19,1.9,6:27,10.5
2021-02-11,8.3,12.3,11:44,4,6:47,8.3
2021-02-12,10.7,16.1,13:56,7.1,7:02,9
2021-02-13,12.6,18.8,12:34,7.7,7:27,11.1
2021-02-14,11.9,13.9,16:08,10,5:35,3.9
2021-02-15,8.1,13.1,11:40,0.4,23:55,12.7
2021-02-16,2,7.1,15:12,-1.9,23:54,9
2021-02-17,-3.2,0.3,15:04,-5.5,23:58,5.8
2021-02-18,-2.4,3.2,16:00,-7.2,6:53,10.4
2021-02-19,4.3,10.7,15:56,-3.2,4:59,13.9
2021-02-20,11.8,17.5,14:11,7.4,0:13,10.1
2021-02-21,14.6,19.3,13:58,10.4,1:12,8.9
2021-02-22,15.2,18.6,12:08,11.8,23:56,6.8
2021-02-23,8.4,13.5,14:08,4.8,7:12,8.7
2021-02-24,7.8,13.1,15:15,3.2,6:54,9.9
2021-02-25,8.8,11.6,11:48,6.3,6:37,5.3
2021-02-26,9.1,13.4,12:21,6.8,2:11,6.6
2021-02-27,7.4,10.1,14:53,5.8,22:55,4.3
2021-02-28,10.5,15.6,13:33,5.4,1:19,10.2
2021-03-01,12.4,15.5,19:40,5.2,23:58,10.3
2021-03-02,4.5,8.8,12:15,2.2,23:51,6.6
2021-03-03,6.1,10.6,13:34,1.6,5:22,9
2021-03-04,9.2,13.9,12:42,5,3:25,8.9
2021-03-05,12.5,19.3,13:21,9.3,1:08,10
2021-03-06,8.1,12.5,9:43,5.2,23:43,7.3
2021-03-07,6.5,9.8,13:26,4.8,7:02,5
2021-03-08,8.4,13.9,11:40,4,6:47,9.9
2021-03-09,9.7,13.8,12:09,6.6,0:01,7.2
2021-03-10,10.3,15.6,11:54,7.2,6:09,8.4
2021-03-11,11.5,16.6,14:40,6.5,6:57,10.1
2021-03-12,10,12.1,0:19,9.1,23:57,3
2021-03-13,10.9,15.4,12:13,7.5,6:22,7.9
2021-03-14,12.3,17.6,14:16,8.2,6:55,9.4
2021-03-15,12.9,16.3,12:02,8.2,5:46,8.1
2021-03-16,15.2,21.5,12:46,11,23:53,10.5
2021-03-17,11.4,16.5,12:54,8,4:38,8.5
2021-03-18,11.4,15.9,11:56,8.5,4:57,7.4
2021-03-19,12.1,16.7,11:59,8.9,3:28,7.8
2021-03-20,10.9,12.7,14:11,9.3,5:45,3.4
2021-03-21,10.1,15.2,14:09,5.3,23:55,9.9
2021-03-22,8.2,13.9,15:08,3.7,4:04,10.2
2021-03-23,10.7,15.8,14:25,5.2,6:30,10.6
2021-03-24,12.8,16.2,13:33,9,6:06,7.2
2021-03-25,14.7,19.9,12:40,10.6,6:21,9.3
2021-03-26,15.8,21.2,12:46,11.7,6:23,9.5
2021-03-27,14.8,17.2,12:07,11.1,4:39,6.1
2021-03-28,15.5,19,14:33,13.8,5:49,5.2
2021-03-29,15.1,19.7,12:22,12.3,6:33,7.4
2021-03-30,14.5,21.6,14:30,11.1,6:44,10.5
2021-03-31,13.9,19.2,12:41,9.6,6:21,9.6
2021-04-01,14.3,18.6,12:28,11,4:45,7.6
2021-04-02,15.7,22.2,14:34,12.6,2:44,9.6
2021-04-03,16.4,20,10:35,14.2,0:01,5.8
2021-04-04,10.8,16.8,0:01,8.6,23:49,8.2
2021-04-05,11.1,17.3,14:44,6.3,5:25,11
2021-04-06,12.8,16.3,13:11,7.7,4:37,8.6
2021-04-07,15.9,21.5,11:00,13,6:40,8.5
2021-04-08,14,19,10:13,10.9,23:41,8.1
2021-04-09,12,16.6,10:39,8.3,23:59,8.3
2021-04-10,11,15.7,14:08,7,5:35,8.7
2021-04-11,13.7,18.9,13:49,8.5,4:54,10.4
2021-04-12,14.2,16.7,12:50,12.1,2:02,4.6
2021-04-13,16.4,21.4,15:42,10.3,23:59,11.1
2021-04-14,10.7,15.9,12:38,6.5,6:11,9.4
2021-04-15,12.6,17.2,13:40,8,6:14,9.2
2021-04-16,14.7,19.1,15:41,9.8,3:13,9.3
2021-04-17,15.1,19.9,14:48,9,23:55,10.9
2021-04-18,12,18.1,15:33,7.3,5:35,10.8
2021-04-19,15,21.7,13:27,8.9,5:18,12.8
2021-04-20,17.6,24.1,11:30,13.5,4:24,10.6
2021-04-21,18.6,25.3,13:42,12.9,6:05,12.4
2021-04-22,19.7,26.5,13:11,15.8,5:50,10.7
2021-04-23,17,21.4,13:25,14.2,23:50,7.2
2021-04-24,15.7,20.1,10:34,12.8,5:50,7.3
2021-04-25,15.1,19.6,10:15,11.2,23:51,8.4
2021-04-26,13.6,18.2,12:51,9.3,4:53,8.9
2021-04-27,15.1,19,14:21,10.7,5:08,8.3
2021-04-28,17.1,20.7,11:34,14.7,5:31,6
2021-04-29,17.3,22,11:32,14.9,3:32,7.1
2021-04-30,16.8,21.7,15:19,12.9,23:59,8.8
2021-05-01,12.2,16.6,14:38,10.1,3:41,6.5
2021-05-02,12.6,16.9,12:26,8.6,6:31,8.3
2021-05-03,15.5,19.4,12:34,11,4:38,8.4
2021-05-04,16.4,18.4,10:16,14.3,2:41,4.1
2021-05-05,18.5,23.2,16:27,14.4,23:51,8.8
2021-05-06,17.1,21.7,12:49,11.5,5:06,10.2
2021-05-07,17.4,20.3,13:26,15.3,3:47,5
2021-05-08,17,20.8,12:16,12.2,4:59,8.6
2021-05-09,17.9,22,11:27,13.8,6:14,8.2
2021-05-10,17.5,21.3,12:49,14.8,23:36,6.5
2021-05-11,16.4,18.8,14:06,14.7,0:27,4.1
2021-05-12,18.5,24.8,13:31,15.8,4:39,9
2021-05-13,19.7,25,13:59,16.5,21:23,8.5
2021-05-14,19.4,23.4,13:37,16.4,3:04,7
2021-05-15,18.8,20.3,13:18,17.8,7:19,2.5
2021-05-16,19.3,20.9,11:18,15.4,23:41,5.5
2021-05-17,14.7,16,12:37,14.2,4:54,1.8
2021-05-18,16.1,17.7,16:32,14.2,0:39,3.5
2021-05-19,19.3,23.6,10:16,16,2:44,7.6
2021-05-20,16.9,17.9,12:34,15.9,22:23,2
2021-05-21,18.4,22.7,13:20,15.9,5:04,6.8
2021-05-22,19,24.3,12:31,15.1,4:52,9.2
2021-05-23,21.5,26.5,11:04,16.8,2:12,9.7
2021-05-24,18.8,21.3,3:39,16.9,11:53,4.4
2021-05-25,19.9,25.5,15:41,17,5:48,8.5
2021-05-26,17.9,22.1,10:44,15.5,23:45,6.6
2021-05-27,16.9,20.9,16:57,13.4,2:49,7.5
2021-05-28,17.6,21.5,13:08,15,21:01,6.5
2021-05-29,18.7,22.8,14:59,14.4,5:46,8.4
2021-05-30,19.8,23.9,14:07,16.4,5:41,7.5
2021-05-31,20.3,24.9,15:25,16.9,4:58,8
2021-06-01,21.2,26.3,14:08,16.6,4:16,9.7
2021-06-02,21.4,25.6,9:57,19.1,4:54,6.5
2021-06-03,19.2,19.9,22:09,18.2,10:14,1.7
2021-06-04,20.7,24.8,13:33,17.1,6:17,7.7
2021-06-05,20.2,23.3,11:36,17.4,5:31,5.9
2021-06-06,20.9,24.7,13:50,18.4,5:35,6.3
2021-06-07,21.6,25.8,14:12,19.1,5:22,6.7
2021-06-08,23,26.2,15:48,20.1,3:53,6.1
2021-06-09,23.1,27.8,12:14,19,5:09,8.8
2021-06-10,22.4,26,11:04,19.5,5:16,6.5
2021-06-11,20.8,22.9,0:01,19.6,10:00,3.3
2021-06-12,20.9,21.6,11:05,20.4,5:45,1.2
2021-06-13,22.8,26.8,14:09,20.4,0:34,6.4
2021-06-14,22.4,25.9,12:00,20.5,4:08,5.4
2021-06-15,20.8,22.9,12:32,18.6,23:51,4.3
2021-06-16,20,22.5,13:47,18.3,1:48,4.2
2021-06-17,19.9,23.2,13:48,18.2,4:51,5
2021-06-18,20,22,11:03,18.3,3:14,3.7
2021-06-19,22.9,27.2,11:40,19.7,1:46,7.5
2021-06-20,23,26.5,14:28,19.7,5:36,6.8
2021-06-21,23.9,30.9,13:59,20.1,23:52,10.8
2021-06-22,21.3,25.1,12:44,18.6,4:29,6.5
2021-06-23,21.1,25.4,14:46,18.6,4:39,6.8
2021-06-24,21.7,25.4,12:26,19.1,3:53,6.3
2021-06-25,22.2,25.9,16:45,18.9,4:56,7
2021-06-26,23,26.3,15:21,21.2,4:29,5.1
2021-06-27,23.8,27.7,15:07,19.9,3:31,7.8
2021-06-28,24.1,28.3,13:24,21.5,5:30,6.8
2021-06-29,23.5,28.3,11:07,20.8,4:06,7.5
2021-06-30,23.9,27.9,13:53,21.3,2:41,6.6
2021-07-01,24.8,29.5,13:48,21.4,4:07,8.1
2021-07-02,24.7,29.4,15:08,21.7,3:24,7.7
2021-07-03,22.9,24.8,10:11,21.5,15:03,3.3
2021-07-04,23.9,26.6,13:12,21.5,22:35,5.1
2021-07-05,22.7,24.6,23:12,20.8,6:13,3.8
2021-07-06,23.4,24.7,0:09,21.5,10:29,3.2
2021-07-07,23.7,26.4,9:04,21.6,20:45,4.8
2021-07-08,23.7,27.7,11:48,21.6,0:01,6.1
2021-07-09,24.4,28.1,15:59,22.2,0:25,5.9
2021-07-10,25.3,28,12:30,23.4,1:26,4.6
2021-07-11,26.2,29.1,13:19,23.8,4:24,5.3
2021-07-12,27.2,29.9,13:39,25.4,0:01,4.5
2021-07-13,27,29.5,13:32,25.1,4:45,4.4
2021-07-14,27.5,30,15:11,25.2,5:24,4.8
2021-07-15,27.3,30,9:46,25.5,5:07,4.5
2021-07-16,27,30.4,11:07,25,5:30,5.4
2021-07-17,25.5,28,12:02,23.2,0:52,4.8
2021-07-18,26.3,29,14:37,24.3,4:52,4.7
2021-07-19,26.8,29.7,15:32,24.3,6:22,5.4
2021-07-20,28.4,32.4,14:42,25.6,5:53,6.8
2021-07-21,27.9,31.2,12:48,25.7,3:49,5.5
2021-07-22,28,31.6,13:24,25.2,4:36,6.4
2021-07-23,27.8,32,12:42,25,5:21,7
2021-07-24,28.1,31.7,13:01,25.5,5:20,6.2
2021-07-25,27.9,31.1,13:30,26,3:36,5.1
2021-07-26,28.1,31.3,15:10,25.6,5:05,5.7
2021-07-27,28.1,31.9,11:17,25.2,5:22,6.7
2021-07-28,27.9,32,13:54,24.9,4:39,7.1
2021-07-29,28.1,31.7,11:53,25.1,5:06,6.6
2021-07-30,27.8,30.8,15:41,25.1,5:21,5.7
2021-07-31,28,30.1,14:42,25.9,8:23,4.2
2021-08-01,29.1,32.1,10:57,26.5,5:46,5.6
2021-08-02,29,32,12:00,26.8,6:00,5.2
2021-08-03,28,31.5,13:07,26,5:30,5.5
2021-08-04,29.4,32.7,10:33,26.4,5:28,6.3
2021-08-05,29.8,33.2,11:06,26.9,5:33,6.3
2021-08-06,30.4,35.6,14:34,26.8,4:49,8.8
2021-08-07,29.7,33.1,12:11,27.5,6:16,5.6
2021-08-08,25.3,28,0:01,23.3,22:48,4.7
2021-08-09,26.3,32.1,14:28,22.9,2:40,9.2
2021-08-10,26.2,29.4,13:42,22.7,4:13,6.7
2021-08-11,26,28.6,11:43,24.5,19:38,4.1
2021-08-12,26.3,29.9,10:33,23.4,5:37,6.5
2021-08-13,25,26.4,11:39,23.7,23:52,2.7
2021-08-14,23.6,25.9,17:31,21.6,8:01,4.3
2021-08-15,24.7,28.7,10:27,22.4,3:47,6.3
2021-08-16,25,28.2,15:03,22,4:13,6.2
2021-08-17,22.8,26.1,17:04,20.4,11:02,5.7
2021-08-18,23.4,25.9,16:05,21.7,4:40,4.2
2021-08-19,24.6,28.1,12:21,22.2,6:02,5.9
2021-08-20,25.5,29.3,15:15,21.9,5:41,7.4
2021-08-21,23.8,25.7,14:17,20.8,15:43,4.9
2021-08-22,26.1,29.7,16:00,24.2,5:45,5.5
2021-08-23,24,26.7,10:32,22.3,13:58,4.4
2021-08-24,25.5,26.8,17:54,23.4,3:54,3.4
2021-08-25,24.3,26.4,12:34,23.2,21:02,3.2
2021-08-26,26.4,30.5,13:02,24.1,5:34,6.4
2021-08-27,26.2,29.2,14:14,23.4,3:37,5.8
2021-08-28,26.7,30.3,14:29,23.5,5:42,6.8
2021-08-29,26.6,30,13:36,25,6:17,5
2021-08-30,26.4,30.6,14:05,24.3,5:11,6.3
2021-08-31,26,29.5,12:56,24.3,0:01,5.2
2021-09-01,24.9,28.5,14:43,20.8,22:23,7.7
2021-09-02,21.6,24.5,13:06,20.4,22:09,4.1
2021-09-03,22.1,25.5,11:11,20,3:34,5.5
2021-09-04,23,26.8,14:04,20.8,2:02,6
2021-09-05,22.7,26.3,10:49,21.3,3:03,5
2021-09-06,23.1,26.2,13:24,21.2,7:30,5
2021-09-07,24.5,27.8,11:44,21.3,2:34,6.5
2021-09-08,24.4,28.1,13:04,22.2,8:13,5.9
2021-09-09,24.2,27.6,15:10,21.4,4:25,6.2
2021-09-10,22.8,24.5,15:40,21.6,21:33,2.9
2021-09-11,24.9,28.4,16:09,21.4,4:45,7
2021-09-12,24.9,28.8,14:52,21.9,5:25,6.9
2021-09-13,23.6,25.7,11:22,22.5,4:34,3.2
2021-09-14,21.5,23.1,0:01,20.7,5:52,2.4
2021-09-15,22.9,26.4,13:38,21,6:14,5.4
2021-09-16,22.7,24.6,8:57,20.3,4:51,4.3
2021-09-17,20.3,22.9,0:01,19.4,16:28,3.5
2021-09-18,22.5,26.8,11:39,19.5,4:56,7.3
2021-09-19,22.7,27.8,12:57,19.4,5:26,8.4
2021-09-20,23.1,27.4,13:04,19.9,5:16,7.5
2021-09-21,23,25,8:48,21.4,23:28,3.6
2021-09-22,23.1,27.3,12:35,19.4,13:17,7.9
2021-09-23,22.8,27.3,14:53,19.3,6:18,8
2021-09-24,22.1,26.7,11:45,19.4,5:49,7.3
2021-09-25,22.1,26.1,14:06,19.8,2:00,6.3
2021-09-26,21.7,25.1,12:36,19.6,22:42,5.5
2021-09-27,21.8,25.8,12:17,18.9,4:31,6.9
2021-09-28,22.4,26.3,12:13,20,1:41,6.3
2021-09-29,24.2,27.8,13:25,21.5,2:09,6.3
2021-09-30,22.1,25.4,14:45,19.9,23:18,5.5
2021-10-01,22.2,26.8,13:38,18.6,6:16,8.2
2021-10-02,23.3,28.3,14:28,19.6,5:00,8.7
2021-10-03,23.5,28.2,12:38,19.2,5:44,9
2021-10-04,24.5,27.8,12:12,21.6,0:04,6.2
2021-10-05,24.4,28,12:08,21.7,6:29,6.3
2021-10-06,23.4,27.1,14:38,21,6:00,6.1
2021-10-07,23.4,27,11:34,20.1,6:32,6.9
2021-10-08,23.3,27.6,11:11,21.3,6:03,6.3
2021-10-09,23.7,27.8,15:36,21.3,6:12,6.5
2021-10-10,24.9,28.4,12:03,21.1,6:00,7.3
2021-10-11,21.1,24.8,8:10,17.7,20:10,7.1
2021-10-12,18.6,20.2,12:03,17.5,22:57,2.7
2021-10-13,19.9,23.5,12:10,17.3,4:07,6.2
2021-10-14,21.4,25.2,12:23,18,5:31,7.2
2021-10-15,21.9,26.6,12:02,18.3,5:51,8.3
